,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
65,,,,,,,,0.35,,,,,,,,,,,3.43,,1.16,,,,,0.51,,2.95,,,,0.69,,,0.37,0.83,,,,,,,,,1.65,,,,,-0.73,,,-1.1,,,,,,,,,,,-0.14,1.79,1.5,,1.5,,,-0.59,6.16,,,,,,1.4,,,,,0.28,4.13,,,-0.18,-0.26,2.4,,0.45,2.07,,,,3.68,,,,,,,,0.91,0.77,2.15,1.42,,0.51,,,,,,,,,,0.75,,-0.26,,,,6.99,,0.08,,,,,0.59,,,,,,5.51,0.59,,,,,,1.91,,,,3.31,,0.37,0.65,2.17,-0.71,0.3,0.22,-0.55,0.02
66,,,,,,,,,,,,,,,,,,,5.41,,,,,,,,,0.0,,,,0.0,,,1.5,2.56,,,,,,,,,,,,,,1.91,,,0.63,,,1.79,,,,,,,,,,0.93,,1.04,,,,1.87,,,,,,0.0,,,,,,,,,0.0,1.54,,,,,,2.32,,0.0,,,,,,,,0.53,1.16,1.12,1.73,,,,,1.26,,1.36,,,,,3.82,,1.42,,,,-0.77,2.52,0.96,0.0,0.71,,,1.14,,,,,,1.46,,,,,,,,,,,,,0.0,0.55,2.8,0.0,,,1.34,
67,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,0.09,,,1.04,,,,,,,,,,,,,,,-0.92,,,,,,,,,,,,1.16,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,1.69,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,-6.44,,,,,-8.39,,,3.56,-4.8,-6.59,6.54,,1.18,,,,,,,,,,,1.36,,,-5.22,-4.23,,,,,-8.8,,,,,,,,,-7.42,,,,,,,,,,-4.49,,,,,,-6.28,,,,,,5.89,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,-5.51,3.43,-2.99,-6.04,,,,,,,,-7.07,,,,,,,,,,-4.78,-4.84,-0.79,,,,,-7.52,,,,,,7.64,,,,,,,,,,,-4.15,,4.27,-5.53,-6.44,-6.44,-6.22,-8.78,,-9.43
69,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,-9.94,,-9.29,,,,,,,,,,,,,,7.38,-8.07,,-5.1,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,-9.41,,,,-9.86,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-6.89,,-7.74,,0.0,,,,,,,,,8.88,9.65,,,,,,7.58,,9.65,-8.07,-9.49,,,7.99,,,,,,,,,,,,,0.0,,,,4.57,,2.3,,-7.05,,,,,
71,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,-2.56,,,,,,,,,,,,,,,1.67,,,2.2,-5.33,,,,,,,,1.14,,,,,,-2.93,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,-2.72,,,,,,,,,,,,-0.69,,-1.46,,,,,,0.0,,2.44,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
74,,,,,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,-3.62,-2.7,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,-2.84,-4.96,,,,,,,,,,,,,,,,,,,,,,-2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.04,,,,,,,,,,,,,,,,,,,,,,,,,-4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,3.07,,1.81,,,,,1.65,,,,,,0.59,,,7.13,0.43,,,,,,,,,,,,,,0.91,,,7.62,,,1.48,,,1.73,,,,,,4.09,2.01,,1.16,,,,7.83,,,,,,,,,,0.0,2.83,,,,2.22,,5.87,,,,,,,-2.5,,2.01,,,,,,,5.96,-0.59,-0.47,0.96,,,,,,,,,,,3.92,,,,,,5.1,,6.97,,3.03,,,-1.2,,,,,,,,,,,,,,,,,-2.95,,-6.4,4.65,0.79,,-2.7,,-1.28,
78,,,,,,,,,,,,,,,,,,,-5.85,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,3.77,,,,,,,-9.23,,,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.84,,,1.69,,,,,,,,,,,,,,,,,,,,,4.36,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,-4.98,,,,,,,,,,,,,,,,-2.34,,,,,,,,,,,,,,6.97,,,,2.09,,,,,,,,,,7.87,,,,,6.36,0.51,,,1.81,,,,,,,,,,,,,,,,,4.49,,,,,,,,,,,,,,,5.91,3.56,,,,,,,,,2.3,,,,,,,,,,,,-4.04,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,3.07,,,,
81,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,-7.75,7.59,,,,,,,,,,,,,,,,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,,-5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,-6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,-4.59,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,-4.43,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,10.0,7.93,,,,,,,,,-7.36,,,,,,,0.0,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.06,,,,,,-7.76,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7.44,,-7.68,,,,,-7.6,,,,,,,,,,,,,,,,8.21,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,
88,,,,,,,-5.76,,,,,,,,,,,,-4.47,,2.55,,,,-3.64,3.29,,5.2,6.31,,,2.67,,,4.82,1.78,,4.29,,4.91,,,,,,,,3.6,4.66,,,,6.69,4.55,,6.09,,,,,,9.48,7.29,,,2.07,,8.72,-2.42,,,8.01,,,,0.0,,,,,0.0,-10.0,,,0.0,,,1.57,6.5,,,,4.12,4.84,0.0,,4.04,0.0,,,-6.15,3.25,-8.34,6.85,5.59,5.22,2.98,9.11,,4.1,3.79,0.0,,5.07,,,8.34,5.32,,,2.17,2.92,,-9.63,0.0,5.9,9.69,3.77,8.9,,,,,6.77,,,,0.0,,2.36,,,7.37,-8.94,,,11.61,9.5,5.69,4.35,8.9,-5.16,-4.27,-4.12,7.25,1.7,8.45,5.47
89,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,10.0,,,3.17,,,,,,,,,,,,,,,,,,4.11,4.59,,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.97,1.87,,,,,,,,,,,,,,,,,,,,,,,,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,7.87,6.88,,8.3,,,,,,,,,,,10.0,,,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,-7.09,-6.17,6.31,,,,,,,,,,,,,,,,,,-7.8,-4.82,0.0,,,,,6.31,,,,,,-6.52,,,,,,,,,,,-8.37,,,,,,,,,8.01
91,,,,,,,,,,,,,,,,,,,8.23,,,,,,,,,,,,,,,,-6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,9.04,,,,,,8.88,,,,8.27,,0.0,,7.26,9.65,,9.29,8.96,6.97,,8.92,,9.21,,0.0,9.45,9.25,0.0,0.0,,8.76,,,,,,,,,,,0.0,0.0,,,0.0,,,0.79,,0.0,9.17,,,,0.0,,8.92,0.0,,0.0,,,,0.0,,,,,,,0.0,,8.92,8.92,6.61,,17.759999999999998,,,2.78,,,,,,,8.96,8.68,,8.76,8.48,,,9.0,15.16,8.52,0.0,2.46,0.0,,0.0,,,0.0,,0.0,,,,,0.0,,1.65,,,,0.0,0.0,0.0,3.27,,,9.41,0.0,,,,,,0.0,,8.43,,2.7,,,8.92,,,,,,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,,,,,,,,,,,,,,,,,,,-8.25,,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,-3.17,,,,,,,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,4.19,,,,,,,,,,,,,,,,,,,,3.7,,-3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,-7.07,,,,,,,,,,,,,,,,6.79,,,,,,,,,,,,,,,,,,6.46,,,,,,,,,,,,,,,5.85,6.79,,,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,,,,,,,,,,,7.32,,,,,,,,,,,,6.22,,,,,5.53,,,,,,,,,,,,,,,,,,,7.03,6.79,,,,
95,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,-6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,,,-1.18,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,-4.63,,,,,,,,,,,,,,,-2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,-3.6,,,,,,,,,,4.84,,,0.0,,,-3.91,6.21,,,,,,,,,,,,,,4.22,,,5.53,,,,,,,,,4.29,,,,,,0.0,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.0,-4.41,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,3.91,-3.66,,,8.51
105,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,7.73,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,-8.17,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,10.0,,,-5.65,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,0.0,4.86,,,,,-3.35,,4.21,1.36,,-4.82,-2.83,,-6.97,,-5.91,2.17,-6.08,-3.56,,-8.9,3.64,-10.24,,-3.68,-5.87,-6.4,-7.22,-6.44,-5.55,0.0,-3.88,-2.87,6.44,-3.68,,-3.48,,-6.36,0.0,-6.08,-5.75,-4.04,,,-4.98,-4.61,-4.65,-2.83,,-8.620000000000001,-8.42,-2.58,,-3.64,,-4.29,-3.27,-1.89,0.67,-4.57,-4.94,-2.87,9.49,-6.12,,6.73,-4.82,,-6.77,-1.48,-5.79,,-1.81,,-1.2,-1.44,9.29,-3.92,-2.87,-3.76,-3.68,-4.98,0.0,-4.13,,-3.8,0.0,-5.14,-3.27,-3.48,-5.63,,-3.6,1.44,-5.55,1.52,-5.83,5.67,-3.48,,-5.43,-4.98,,0.0,-3.27,-1.89,,,-2.01,-4.17,-4.21,-9.469999999999999,2.26,,5.79,-6.36,-2.42,-3.48,-7.74,-1.44,-3.27,-4.29,-5.18,-4.61,,-3.11,-2.42,-4.41,-3.03,4.45,9.04,15.809999999999999,-5.3,-3.8,,-3.03,2.7,-8.08,-4.07,,-2.7,4.25,-3.8,-6.16,2.5,-2.95,-4.45,-3.6,-5.59,-6.81
111,,,,,,,,,,,,,,,,,,,-6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,-9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,-5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,,,,,,,,,,,,,,,,,-4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,9.79,,4.75,,,,,,,,,,,10.0,,,7.02,,,,,,,,,,,,,,,10.0,,,7.52,,,,,,,,,,,,,4.04,,,,,,10.0,,,,,,,,,,,,,,,,,9.72,,,,,,,,,,,,,,,,9.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,6.1,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,4.26,,
117,,,,,,,,,,,,,,,,,,,4.4,,2.27,,,,,-3.33,,,,,,,,,2.84,1.99,,,,,,,,,,,,,,2.27,,,5.32,,,,,,-1.56,,,,,,2.84,-2.13,,0.0,,,,8.16,,,,,,,,,,0.0,0.0,,,,,,3.62,,,,,,-3.55,,,,,,,,,,4.47,0.0,-3.12,-3.48,,,,1.91,,,-8.51,,,,0.71,,,,,,2.34,,4.54,,0.0,,,2.13,,,,,,,,,,,,,,,,,-8.01,,2.7,,,,,6.67,,
118,,,,,,,,,,,,,,,,,,,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,-2.87,-7.87,6.44,,,-7.54,,,,,,,,,,,,,-3.39,,0.0,,,,,,,,,,,,,2.58,,,,,,,,,,6.52,,,,,,-6.44,,2.3,,,,0.0,,,,,,-3.23,,,,-2.17,,-3.03,,2.01,,,-4.45,,4.57,,,0.0,0.79,,,,,,,,,,-3.11,-5.79,-4.94,,,,,,,,,,,-2.78,-3.15,,,,,,,,4.98,,,,,-5.83,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,-8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,3.94,,,2.93,-1.89,,,,,,,,,,,,,,5.49,,,3.58,,,,,,,,,,,,,,,-9.92,,,,4.37,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,0.0,,-3.9,,,,,1.77,,,,,,-2.09,,,,,,,,,,,,,,,,3.27,,,,
124,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,6.81,,,-8.27,2.5,,,,,,,,,-8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,-1.95,,,,,-5.38,,,,,1.79,,-7.66,,,,,,,-4.41,,,,,,,,,,,,5.23,,,,,-3.54,,,,,,,,,,,,3.11,,,3.72
125,,,,,,,-5.47,7.34,,,,,-4.45,,-5.91,-4.04,,-6.0,-4.0,,,,,,,,,,,,,-3.8,-4.49,,-4.29,-4.57,-0.9000000000000004,,,,,,,,,,,,,,,,-4.0,,,,-5.47,,,-4.7,,,-3.96,-2.87,,,,,,,,-5.47,,,,,,,,,-3.15,,,,,-5.63,,-5.75,4.41,,-7.34,,,-5.22,,,3.88,,,,-4.13,,,4.21,-4.33,,-5.63,,,,,,,,,,,,-4.53,,,,,,-5.3,-6.36,-4.57,,,,,-4.0,,,,,,,,,,,,,,,,,,,-4.0,-7.01,3.19,-6.04,-3.76,-5.79,-4.86,-4.57
126,,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,-3.82,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,-8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
